"id","user_id","city_id","created_at","updated_at"
101,3085,3,"2017-08-02 04:09:42","2017-08-02 04:09:42"
102,2,1,"2017-08-12 03:00:31","2017-08-12 03:00:31"
103,2,2,"2017-08-12 03:00:31","2017-08-12 03:00:31"
104,2,3,"2017-08-12 03:00:31","2017-08-12 03:00:31"
105,3393,3,"2017-08-18 05:02:54","2017-08-18 05:02:54"
106,3601,1,"2017-08-31 08:48:09","2017-08-31 08:48:09"
107,3601,2,"2017-08-31 08:48:09","2017-08-31 08:48:09"
108,3601,3,"2017-08-31 08:48:09","2017-08-31 08:48:09"
109,628,3,"2017-09-02 21:30:42","2017-09-02 21:30:42"
110,628,4,"2017-09-02 21:30:42","2017-09-02 21:30:42"
111,2163,4,"2017-09-02 21:31:41","2017-09-02 21:31:41"
112,712,4,"2017-09-02 21:32:05","2017-09-02 21:32:05"
113,2161,4,"2017-09-02 21:33:34","2017-09-02 21:33:34"
114,15,3,"2017-09-02 21:34:10","2017-09-02 21:34:10"
115,15,4,"2017-09-02 21:34:10","2017-09-02 21:34:10"
116,489,3,"2017-09-02 21:40:38","2017-09-02 21:40:38"
117,489,4,"2017-09-02 21:40:38","2017-09-02 21:40:38"
118,5,3,"2017-09-02 21:57:45","2017-09-02 21:57:45"
119,5,4,"2017-09-02 21:57:45","2017-09-02 21:57:45"
120,193,3,"2017-09-02 21:59:28","2017-09-02 21:59:28"
121,193,4,"2017-09-02 21:59:28","2017-09-02 21:59:28"
122,1281,4,"2017-09-02 22:00:02","2017-09-02 22:00:02"
123,2404,4,"2017-09-02 22:00:54","2017-09-02 22:00:54"
124,2519,1,"2017-09-07 02:20:58","2017-09-07 02:20:58"
125,2519,2,"2017-09-07 02:20:58","2017-09-07 02:20:58"
126,2519,4,"2017-09-07 02:20:58","2017-09-07 02:20:58"
128,885,4,"2017-09-08 13:54:36","2017-09-08 13:54:36"
129,138,1,"2017-09-14 11:25:25","2017-09-14 11:25:25"
130,138,2,"2017-09-14 11:25:25","2017-09-14 11:25:25"
131,138,3,"2017-09-14 11:25:25","2017-09-14 11:25:25"
133,491,4,"2017-09-15 09:52:07","2017-09-15 09:52:07"
134,3877,4,"2017-09-16 02:58:15","2017-09-16 02:58:15"
135,4081,1,"2017-09-22 23:42:54","2017-09-22 23:42:54"
136,4081,2,"2017-09-22 23:42:54","2017-09-22 23:42:54"
137,4081,3,"2017-09-22 23:42:54","2017-09-22 23:42:54"
138,4081,4,"2017-09-22 23:42:54","2017-09-22 23:42:54"
139,4082,4,"2017-09-22 23:44:48","2017-09-22 23:44:48"
140,4261,3,"2017-09-28 23:53:07","2017-09-28 23:53:07"
141,202,1,"2017-09-29 20:44:46","2017-09-29 20:44:46"
142,202,2,"2017-09-29 20:44:46","2017-09-29 20:44:46"
143,202,3,"2017-09-29 20:44:46","2017-09-29 20:44:46"
144,202,4,"2017-09-29 20:44:46","2017-09-29 20:44:46"
145,20,4,"2017-10-25 04:51:49","2017-10-25 04:51:49"
146,2918,4,"2017-10-25 15:21:46","2017-10-25 15:21:46"
147,5363,1,"2017-10-26 00:20:58","2017-10-26 00:20:58"
148,5418,3,"2017-10-27 01:18:52","2017-10-27 01:18:52"
149,1544,4,"2017-10-27 07:21:44","2017-10-27 07:21:44"
150,2411,4,"2017-10-27 07:22:24","2017-10-27 07:22:24"
151,138,4,"2017-10-27 12:06:22","2017-10-27 12:06:22"
152,618,3,"2017-10-27 12:12:29","2017-10-27 12:12:29"
153,618,4,"2017-10-27 12:12:29","2017-10-27 12:12:29"
154,3601,4,"2017-10-27 12:13:27","2017-10-27 12:13:27"
155,1191,4,"2017-10-27 12:13:52","2017-10-27 12:13:52"
156,2164,4,"2017-10-27 12:16:33","2017-10-27 12:16:33"
157,5616,1,"2017-10-31 20:39:50","2017-10-31 20:39:50"
158,5616,2,"2017-10-31 20:39:50","2017-10-31 20:39:50"
159,5616,3,"2017-10-31 20:39:50","2017-10-31 20:39:50"
160,5616,4,"2017-10-31 20:39:50","2017-10-31 20:39:50"
162,3709,4,"2017-11-04 07:43:33","2017-11-04 07:43:33"
163,1102,1,"2017-11-06 13:07:54","2017-11-06 13:07:54"
164,1102,2,"2017-11-06 13:07:54","2017-11-06 13:07:54"
165,1102,3,"2017-11-06 13:07:54","2017-11-06 13:07:54"
166,1102,4,"2017-11-06 13:07:54","2017-11-06 13:07:54"
167,6009,1,"2017-11-10 06:31:27","2017-11-10 06:31:27"
168,6009,2,"2017-11-10 06:31:27","2017-11-10 06:31:27"
169,6009,3,"2017-11-10 06:31:27","2017-11-10 06:31:27"
170,6009,4,"2017-11-10 06:31:27","2017-11-10 06:31:27"
171,2163,5,"2017-11-15 06:49:16","2017-11-15 06:49:16"
172,2163,6,"2017-11-15 06:49:16","2017-11-15 06:49:16"
173,885,5,"2017-11-15 06:50:06","2017-11-15 06:50:06"
174,885,6,"2017-11-15 06:50:06","2017-11-15 06:50:06"
175,491,5,"2017-11-15 06:50:20","2017-11-15 06:50:20"
176,491,6,"2017-11-15 06:50:20","2017-11-15 06:50:20"
177,2164,5,"2017-11-15 06:51:39","2017-11-15 06:51:39"
178,2164,6,"2017-11-15 06:51:39","2017-11-15 06:51:39"
179,712,5,"2017-11-15 06:51:50","2017-11-15 06:51:50"
180,712,6,"2017-11-15 06:51:50","2017-11-15 06:51:50"
181,2161,5,"2017-11-15 06:52:00","2017-11-15 06:52:00"
182,2161,6,"2017-11-15 06:52:00","2017-11-15 06:52:00"
183,2519,5,"2017-11-15 06:52:11","2017-11-15 06:52:11"
184,2519,6,"2017-11-15 06:52:11","2017-11-15 06:52:11"
185,1032,3,"2017-11-15 06:53:58","2017-11-15 06:53:58"
186,1032,4,"2017-11-15 06:53:58","2017-11-15 06:53:58"
187,1032,5,"2017-11-15 06:53:58","2017-11-15 06:53:58"
188,1032,6,"2017-11-15 06:53:58","2017-11-15 06:53:58"
189,712,7,"2017-11-15 13:35:41","2017-11-15 13:35:41"
190,2161,7,"2017-11-15 13:35:59","2017-11-15 13:35:59"
191,2519,7,"2017-11-15 13:36:26","2017-11-15 13:36:26"
192,2164,7,"2017-11-15 13:37:58","2017-11-15 13:37:58"
193,2163,7,"2017-11-15 13:38:14","2017-11-15 13:38:14"
194,885,7,"2017-11-15 13:38:31","2017-11-15 13:38:31"
195,491,7,"2017-11-15 13:38:44","2017-11-15 13:38:44"
196,1032,7,"2017-11-15 13:40:36","2017-11-15 13:40:36"
197,711,7,"2017-11-15 13:41:00","2017-11-15 13:41:00"
199,5363,7,"2017-11-15 13:41:31","2017-11-15 13:41:31"
200,708,5,"2017-11-15 13:42:05","2017-11-15 13:42:05"
201,707,5,"2017-11-15 13:44:17","2017-11-15 13:44:17"
202,5418,6,"2017-11-15 13:44:41","2017-11-15 13:44:41"
203,4261,6,"2017-11-15 13:45:14","2017-11-15 13:45:14"
204,3052,5,"2017-11-15 13:45:31","2017-11-15 13:45:31"
205,6283,1,"2017-11-16 11:13:12","2017-11-16 11:13:12"
206,6283,2,"2017-11-16 11:13:12","2017-11-16 11:13:12"
207,6283,3,"2017-11-16 11:13:12","2017-11-16 11:13:12"
208,6283,4,"2017-11-16 11:13:12","2017-11-16 11:13:12"
209,6283,5,"2017-11-16 11:13:12","2017-11-16 11:13:12"
210,6283,6,"2017-11-16 11:13:12","2017-11-16 11:13:12"
211,6283,7,"2017-11-16 11:13:12","2017-11-16 11:13:12"
212,6283,8,"2017-11-16 11:13:12","2017-11-16 11:13:12"
213,6650,2,"2017-11-24 05:09:33","2017-11-24 05:09:33"
214,6651,2,"2017-11-24 05:12:15","2017-11-24 05:12:15"
215,9,1,"2017-11-28 16:12:56","2017-11-28 16:12:56"
216,9,2,"2017-11-28 16:12:56","2017-11-28 16:12:56"
217,9,3,"2017-11-28 16:12:56","2017-11-28 16:12:56"
218,9,4,"2017-11-28 16:12:56","2017-11-28 16:12:56"
219,9,5,"2017-11-28 16:12:56","2017-11-28 16:12:56"
220,9,6,"2017-11-28 16:12:56","2017-11-28 16:12:56"
221,9,7,"2017-11-28 16:12:56","2017-11-28 16:12:56"
222,9,8,"2017-11-28 16:12:56","2017-11-28 16:12:56"
223,9,9,"2017-11-28 16:12:56","2017-11-28 16:12:56"
224,1281,5,"2017-12-09 13:08:15","2017-12-09 13:08:15"
225,1281,6,"2017-12-09 13:08:15","2017-12-09 13:08:15"
226,1281,7,"2017-12-09 13:08:15","2017-12-09 13:08:15"
227,1281,8,"2017-12-09 13:08:15","2017-12-09 13:08:15"
228,1281,9,"2017-12-09 13:08:15","2017-12-09 13:08:15"
229,1,3,"2017-12-14 15:23:50","2017-12-14 15:23:50"
230,1,4,"2017-12-14 15:23:50","2017-12-14 15:23:50"
231,1,5,"2017-12-14 15:23:50","2017-12-14 15:23:50"
232,1,6,"2017-12-14 15:23:50","2017-12-14 15:23:50"
233,1,7,"2017-12-14 15:23:50","2017-12-14 15:23:50"
234,1,8,"2017-12-14 15:23:50","2017-12-14 15:23:50"
235,1,9,"2017-12-14 15:23:50","2017-12-14 15:23:50"
236,712,8,"2017-12-20 02:11:52","2017-12-20 02:11:52"
237,712,9,"2017-12-20 02:11:52","2017-12-20 02:11:52"
245,3709,1,"2017-12-21 06:44:41","2017-12-21 06:44:41"
246,3709,2,"2017-12-21 06:44:41","2017-12-21 06:44:41"
247,3709,3,"2017-12-21 06:44:41","2017-12-21 06:44:41"
248,3709,5,"2017-12-21 06:44:41","2017-12-21 06:44:41"
249,3709,6,"2017-12-21 06:44:41","2017-12-21 06:44:41"
250,3709,7,"2017-12-21 06:44:41","2017-12-21 06:44:41"
251,3709,8,"2017-12-21 06:44:41","2017-12-21 06:44:41"
252,3709,9,"2017-12-21 06:44:41","2017-12-21 06:44:41"
253,7755,1,"2017-12-23 02:45:13","2017-12-23 02:45:13"
254,169,1,"2017-12-23 08:00:30","2017-12-23 08:00:30"
255,169,2,"2017-12-23 08:00:30","2017-12-23 08:00:30"
256,169,3,"2017-12-23 08:00:30","2017-12-23 08:00:30"
257,169,4,"2017-12-23 08:00:30","2017-12-23 08:00:30"
258,169,5,"2017-12-23 08:00:30","2017-12-23 08:00:30"
259,169,6,"2017-12-23 08:00:30","2017-12-23 08:00:30"
260,169,7,"2017-12-23 08:00:30","2017-12-23 08:00:30"
261,169,8,"2017-12-23 08:00:30","2017-12-23 08:00:30"
262,169,9,"2017-12-23 08:00:30","2017-12-23 08:00:30"
263,15,5,"2018-01-03 07:13:14","2018-01-03 07:13:14"
264,15,6,"2018-01-03 07:13:14","2018-01-03 07:13:14"
265,15,7,"2018-01-03 07:13:14","2018-01-03 07:13:14"
266,15,8,"2018-01-03 07:13:14","2018-01-03 07:13:14"
267,15,9,"2018-01-03 07:13:14","2018-01-03 07:13:14"
268,8,3,"2018-01-11 18:50:42","2018-01-11 18:50:42"
269,8,4,"2018-01-11 18:50:42","2018-01-11 18:50:42"
270,8,5,"2018-01-11 18:50:42","2018-01-11 18:50:42"
271,8,6,"2018-01-11 18:50:42","2018-01-11 18:50:42"
272,8,7,"2018-01-11 18:50:42","2018-01-11 18:50:42"
273,8,8,"2018-01-11 18:50:42","2018-01-11 18:50:42"
274,8,9,"2018-01-11 18:50:42","2018-01-11 18:50:42"
275,138,5,"2018-01-15 12:59:50","2018-01-15 12:59:50"
276,138,6,"2018-01-15 12:59:50","2018-01-15 12:59:50"
277,138,7,"2018-01-15 12:59:50","2018-01-15 12:59:50"
278,138,8,"2018-01-15 12:59:50","2018-01-15 12:59:50"
279,138,9,"2018-01-15 12:59:50","2018-01-15 12:59:50"
280,8667,1,"2018-01-15 13:46:36","2018-01-15 13:46:36"
281,8667,2,"2018-01-15 13:46:36","2018-01-15 13:46:36"
282,8667,3,"2018-01-15 13:46:36","2018-01-15 13:46:36"
283,8667,4,"2018-01-15 13:46:36","2018-01-15 13:46:36"
284,8667,5,"2018-01-15 13:46:36","2018-01-15 13:46:36"
285,8667,6,"2018-01-15 13:46:36","2018-01-15 13:46:36"
286,8667,7,"2018-01-15 13:46:36","2018-01-15 13:46:36"
287,8667,8,"2018-01-15 13:46:36","2018-01-15 13:46:36"
288,8667,9,"2018-01-15 13:46:36","2018-01-15 13:46:36"
289,6009,5,"2018-01-25 01:09:43","2018-01-25 01:09:43"
290,6009,6,"2018-01-25 01:09:43","2018-01-25 01:09:43"
291,6009,7,"2018-01-25 01:09:43","2018-01-25 01:09:43"
292,6009,8,"2018-01-25 01:09:43","2018-01-25 01:09:43"
293,6009,9,"2018-01-25 01:09:43","2018-01-25 01:09:43"
294,9455,1,"2018-02-05 21:39:06","2018-02-05 21:39:06"
295,9455,2,"2018-02-05 21:39:06","2018-02-05 21:39:06"
296,9455,3,"2018-02-05 21:39:06","2018-02-05 21:39:06"
297,9455,4,"2018-02-05 21:39:06","2018-02-05 21:39:06"
298,9455,5,"2018-02-05 21:39:06","2018-02-05 21:39:06"
299,9455,6,"2018-02-05 21:39:06","2018-02-05 21:39:06"
300,9455,7,"2018-02-05 21:39:06","2018-02-05 21:39:06"
301,9455,8,"2018-02-05 21:39:06","2018-02-05 21:39:06"
302,9455,9,"2018-02-05 21:39:06","2018-02-05 21:39:06"
303,9525,3,"2018-02-08 12:33:10","2018-02-08 12:33:10"
304,9086,1,"2018-02-08 16:24:40","2018-02-08 16:24:40"
305,9086,2,"2018-02-08 16:24:40","2018-02-08 16:24:40"
306,9086,3,"2018-02-08 16:24:40","2018-02-08 16:24:40"
307,9086,4,"2018-02-08 16:24:40","2018-02-08 16:24:40"
308,9086,5,"2018-02-08 16:24:40","2018-02-08 16:24:40"
309,9086,6,"2018-02-08 16:24:40","2018-02-08 16:24:40"
310,5293,1,"2018-02-13 12:21:05","2018-02-13 12:21:05"
311,5293,2,"2018-02-13 12:21:05","2018-02-13 12:21:05"
312,5293,3,"2018-02-13 12:21:05","2018-02-13 12:21:05"
313,5293,4,"2018-02-13 12:21:05","2018-02-13 12:21:05"
314,5293,5,"2018-02-13 12:21:05","2018-02-13 12:21:05"
315,5293,6,"2018-02-13 12:21:05","2018-02-13 12:21:05"
316,5293,7,"2018-02-13 12:21:05","2018-02-13 12:21:05"
317,5293,8,"2018-02-13 12:21:05","2018-02-13 12:21:05"
318,5293,9,"2018-02-13 12:21:05","2018-02-13 12:21:05"
319,10028,3,"2018-03-02 06:30:45","2018-03-02 06:30:45"
320,10189,1,"2018-03-07 06:54:08","2018-03-07 06:54:08"
321,2161,8,"2018-03-09 18:29:27","2018-03-09 18:29:27"
322,2161,9,"2018-03-09 18:29:27","2018-03-09 18:29:27"
323,10299,4,"2018-03-10 04:49:57","2018-03-10 04:49:57"
324,10304,4,"2018-03-10 06:26:31","2018-03-10 06:26:31"
325,10189,2,"2018-03-16 20:37:55","2018-03-16 20:37:55"
326,10189,3,"2018-03-16 20:37:55","2018-03-16 20:37:55"
327,10189,4,"2018-03-16 20:37:55","2018-03-16 20:37:55"
328,10189,5,"2018-03-16 20:37:55","2018-03-16 20:37:55"
329,10189,6,"2018-03-16 20:37:55","2018-03-16 20:37:55"
330,10189,7,"2018-03-16 20:37:55","2018-03-16 20:37:55"
355,20,5,"2018-03-22 15:16:48","2018-03-22 15:16:48"
356,20,6,"2018-03-22 15:16:48","2018-03-22 15:16:48"
357,20,7,"2018-03-22 15:16:48","2018-03-22 15:16:48"
358,20,8,"2018-03-22 15:16:48","2018-03-22 15:16:48"
359,20,9,"2018-03-22 15:16:48","2018-03-22 15:16:48"
360,10917,1,"2018-03-26 20:18:21","2018-03-26 20:18:21"
361,10917,2,"2018-03-26 20:18:21","2018-03-26 20:18:21"
362,10917,3,"2018-03-26 20:18:21","2018-03-26 20:18:21"
363,10917,4,"2018-03-26 20:18:21","2018-03-26 20:18:21"
364,10917,5,"2018-03-26 20:18:21","2018-03-26 20:18:21"
365,10917,6,"2018-03-26 20:18:21","2018-03-26 20:18:21"
366,10917,7,"2018-03-26 20:18:21","2018-03-26 20:18:21"
367,10917,8,"2018-03-26 20:18:21","2018-03-26 20:18:21"
368,10917,9,"2018-03-26 20:18:21","2018-03-26 20:18:21"
369,10953,4,"2018-03-27 04:54:04","2018-03-27 04:54:04"
370,10957,3,"2018-03-27 08:17:36","2018-03-27 08:17:36"
371,10957,6,"2018-03-27 08:17:36","2018-03-27 08:17:36"
372,10957,9,"2018-03-27 08:17:36","2018-03-27 08:17:36"
373,11162,1,"2018-04-01 23:24:11","2018-04-01 23:24:11"
374,11162,2,"2018-04-01 23:24:11","2018-04-01 23:24:11"
375,11162,3,"2018-04-01 23:24:11","2018-04-01 23:24:11"
376,11162,4,"2018-04-01 23:24:11","2018-04-01 23:24:11"
377,11162,5,"2018-04-01 23:24:11","2018-04-01 23:24:11"
378,11162,6,"2018-04-01 23:24:11","2018-04-01 23:24:11"
379,11162,7,"2018-04-01 23:24:11","2018-04-01 23:24:11"
380,11162,8,"2018-04-01 23:24:11","2018-04-01 23:24:11"
381,11162,9,"2018-04-01 23:24:11","2018-04-01 23:24:11"
382,4081,5,"2018-04-05 06:30:08","2018-04-05 06:30:08"
383,4081,6,"2018-04-05 06:30:08","2018-04-05 06:30:08"
384,4081,7,"2018-04-05 06:30:08","2018-04-05 06:30:08"
385,4081,8,"2018-04-05 06:30:08","2018-04-05 06:30:08"
386,4081,9,"2018-04-05 06:30:08","2018-04-05 06:30:08"
387,11298,1,"2018-04-05 11:11:33","2018-04-05 11:11:33"
388,11298,2,"2018-04-05 11:11:33","2018-04-05 11:11:33"
389,11298,3,"2018-04-05 11:11:33","2018-04-05 11:11:33"
390,11298,4,"2018-04-05 11:11:33","2018-04-05 11:11:33"
391,11298,5,"2018-04-05 11:11:33","2018-04-05 11:11:33"
394,11298,9,"2018-04-05 11:11:33","2018-04-05 11:11:33"
395,1101,4,"2018-04-06 10:58:39","2018-04-06 10:58:39"
396,1101,5,"2018-04-06 10:58:39","2018-04-06 10:58:39"
397,1101,6,"2018-04-06 10:58:39","2018-04-06 10:58:39"
398,1101,7,"2018-04-06 10:58:39","2018-04-06 10:58:39"
399,1101,8,"2018-04-06 10:58:39","2018-04-06 10:58:39"
400,1101,9,"2018-04-06 10:58:39","2018-04-06 10:58:39"
401,675,4,"2018-04-06 11:06:53","2018-04-06 11:06:53"
402,675,5,"2018-04-06 11:06:53","2018-04-06 11:06:53"
403,675,6,"2018-04-06 11:06:53","2018-04-06 11:06:53"
404,675,7,"2018-04-06 11:06:53","2018-04-06 11:06:53"
405,675,8,"2018-04-06 11:06:53","2018-04-06 11:06:53"
406,675,9,"2018-04-06 11:06:53","2018-04-06 11:06:53"
407,2404,5,"2018-04-06 11:08:13","2018-04-06 11:08:13"
408,2404,6,"2018-04-06 11:08:13","2018-04-06 11:08:13"
409,2404,7,"2018-04-06 11:08:13","2018-04-06 11:08:13"
410,2404,8,"2018-04-06 11:08:13","2018-04-06 11:08:13"
411,2404,9,"2018-04-06 11:08:13","2018-04-06 11:08:13"
412,489,5,"2018-04-06 11:49:55","2018-04-06 11:49:55"
413,489,6,"2018-04-06 11:49:55","2018-04-06 11:49:55"
414,489,7,"2018-04-06 11:49:55","2018-04-06 11:49:55"
415,489,8,"2018-04-06 11:49:55","2018-04-06 11:49:55"
416,489,9,"2018-04-06 11:49:55","2018-04-06 11:49:55"
417,627,3,"2018-04-06 13:21:29","2018-04-06 13:21:29"
418,627,4,"2018-04-06 13:21:29","2018-04-06 13:21:29"
419,627,5,"2018-04-06 13:21:29","2018-04-06 13:21:29"
420,627,6,"2018-04-06 13:21:29","2018-04-06 13:21:29"
421,627,7,"2018-04-06 13:21:29","2018-04-06 13:21:29"
422,627,8,"2018-04-06 13:21:29","2018-04-06 13:21:29"
423,627,9,"2018-04-06 13:21:29","2018-04-06 13:21:29"
424,117,1,"2018-04-06 13:24:47","2018-04-06 13:24:47"
425,117,2,"2018-04-06 13:24:47","2018-04-06 13:24:47"
426,117,3,"2018-04-06 13:24:47","2018-04-06 13:24:47"
427,117,4,"2018-04-06 13:24:47","2018-04-06 13:24:47"
428,117,5,"2018-04-06 13:24:47","2018-04-06 13:24:47"
429,117,6,"2018-04-06 13:24:47","2018-04-06 13:24:47"
430,117,7,"2018-04-06 13:24:47","2018-04-06 13:24:47"
431,117,8,"2018-04-06 13:24:47","2018-04-06 13:24:47"
432,117,9,"2018-04-06 13:24:47","2018-04-06 13:24:47"
433,6283,9,"2018-04-06 13:25:21","2018-04-06 13:25:21"
434,1102,5,"2018-04-06 13:25:38","2018-04-06 13:25:38"
435,1102,6,"2018-04-06 13:25:38","2018-04-06 13:25:38"
436,1102,7,"2018-04-06 13:25:38","2018-04-06 13:25:38"
437,1102,8,"2018-04-06 13:25:38","2018-04-06 13:25:38"
438,1102,9,"2018-04-06 13:25:38","2018-04-06 13:25:38"
439,2544,4,"2018-04-06 13:26:01","2018-04-06 13:26:01"
440,2544,5,"2018-04-06 13:26:01","2018-04-06 13:26:01"
441,2544,6,"2018-04-06 13:26:01","2018-04-06 13:26:01"
442,2544,7,"2018-04-06 13:26:01","2018-04-06 13:26:01"
443,2544,8,"2018-04-06 13:26:01","2018-04-06 13:26:01"
444,2544,9,"2018-04-06 13:26:01","2018-04-06 13:26:01"
